id,category_id,brand_id,name,slug,image_url,sort,enabled
1,1,1,iPhone 5c,iphone-5c,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-5c.webp,3199,False
2,1,1,iPhone 5s,iphone-5s,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-5s.webp,3289,False
3,1,1,iPhone SE 1st Gen (2016),iphone-se-1st-gen-2016,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-se-1st-gen-2016.webp,3379,False
4,1,1,iPhone 6,iphone-6,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-6.webp,3499,False
5,1,1,iPhone 6 Plus,iphone-6-plus,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-6-plus.webp,3620,False
6,1,1,iPhone 6s,iphone-6s,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-6s.webp,3764,False
7,1,1,iPhone 6s Plus,iphone-6s-plus,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-6s-plus.webp,3908,False
8,1,1,iPhone 7,iphone-7,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-7.webp,4052,False
9,1,1,iPhone 7 Plus,iphone-7-plus,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-7-plus.webp,4160,False
10,1,1,iPhone 8,iphone-8,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-8.webp,4265,True
11,1,1,iPhone 8 Plus,iphone-8-plus,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-8-plus.webp,4373,True
12,1,1,iPhone X,iphone-x,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-x.webp,4481,True
13,1,1,iPhone XS,iphone-xs,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-xs.webp,4553,True
14,1,1,iPhone XS Max,iphone-xs-max,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-xs-max.webp,4661,True
15,1,1,iPhone XR,iphone-xr,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-xr.webp,4769,True
16,1,1,iPhone 11,iphone-11,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-11.webp,4877,True
17,1,1,iPhone 11 Pro,iphone-11-pro,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-11-pro.webp,4985,True
18,1,1,iPhone 11 Pro Max,iphone-11-pro-max,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-11-pro-max.webp,5093,True
19,1,1,iPhone 12,iphone-12,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-12.webp,5201,True
20,1,1,iPhone 12 Mini,iphone-12-mini,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-12-mini.webp,5309,True
21,1,1,iPhone 12 Pro,iphone-12-pro,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-12-pro.webp,5417,True
22,1,1,iPhone 12 Pro Max,iphone-12-pro-max,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-12-pro-max.webp,5525,True
23,1,1,iPhone 13,iphone-13,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-13.webp,5633,True
24,1,1,iPhone 13 Mini,iphone-13-mini,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-13-mini.webp,5741,True
25,1,1,iPhone 13 Pro,iphone-13-pro,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-13-pro.webp,5849,True
26,1,1,iPhone 13 Pro Max,iphone-13-pro-max,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-13-pro-max.webp,5993,True
27,1,1,iPhone SE 2nd Gen (2020),iphone-se-2nd-gen-2020,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-se-2nd-gen-2020.webp,6137,True
28,1,1,iPhone SE 3rd Gen (2022),iphone-se-3rd-gen-2022,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-se-3rd-gen-2022.webp,6245,True
29,1,1,iPhone 14,iphone-14,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-14.webp,6353,True
30,1,1,iPhone 14 Plus,iphone-14-plus,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-14-plus.webp,6461,True
31,1,1,iPhone 14 Pro,iphone-14-pro,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-14-pro.webp,6569,True
32,1,1,iPhone 14 Pro Max,iphone-14-pro-max,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-14-pro-max.webp,6713,True
33,1,1,iPhone 15,iphone-15,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-15.webp,6857,True
34,1,1,iPhone 15 Plus,iphone-15-plus,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-15-plus.webp,6965,True
35,1,1,iPhone 15 Pro,iphone-15-pro,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-15-pro.webp,7073,True
36,1,1,iPhone 15 Pro Max,iphone-15-pro-max,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-15-pro-max.webp,7217,True
37,1,1,iPhone 16,iphone-16,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-16.webp,7325,True
38,1,1,iPhone 16 Plus,iphone-16-plus,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-16-plus.webp,7421,True
39,1,1,iPhone 16 Pro,iphone-16-pro,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-16-pro.webp,7511,True
40,1,1,iPhone 16 Pro Max,iphone-16-pro-max,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-16-pro-max.webp,7625,True
41,1,1,iPhone 16e,iphone-16e,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-16e.webp,7715,True
42,1,1,iPhone 17e,iphone-17e,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-17e.webp,7805,True
43,1,1,iPhone 17,iphone-17,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-17.webp,7859,True
44,1,1,iPhone 17 Pro,iphone-17-pro,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-17-pro.webp,7949,True
45,1,1,iPhone 17 Pro Max,iphone-17-pro-max,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-17-pro-max.webp,8063,True
46,1,1,iPhone Air,iphone-air,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/apple/iphone-air.webp,8183,True
47,1,2,ROG Phone,rog-phone,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/asus/rog-phone.webp,17237,False
48,1,2,ROG Phone 2,rog-phone-2,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/asus/rog-phone-2.webp,17249,False
49,1,2,ROG Phone 3,rog-phone-3,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/asus/rog-phone-3.webp,17267,False
50,1,2,ROG Phone 5,rog-phone-5,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/asus/rog-phone-5.webp,17279,False
51,1,2,ROG Phone 5S,rog-phone-5s,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/asus/rog-phone-5s.webp,17291,False
52,1,2,ROG Phone 5S Pro,rog-phone-5s-pro,https://s3.amazonaws.com/fliptech-assets/images/devices/cell-phones/asus/rog-phone-5s-pro.webp,17321,False
